2004–	2004-
sierranaš	sierranas
sierraoavilistis	sierraoaivilisttis
siesa	siesá
siessa	siessá
siffera	siffara
signalaid	signálaid
signalat	signálat
signáliseret	signaliseret
sihkarasttit	sihkkarastit
sihkarasttojuvvon	sihkkarastojuvvon
sihkarastá	sihkkarastá
sihkarastášedje	sihkkarasttášedje
sihkaris	sihkkaris
sihkarit	sihkkarit
sihkaruššat	sihkkaruššat
sihkaruššá	sihkkaruššá
sihkkarasta	sihkkarastá
sihkkarastašii	sihkkarasttášii
sihkkarastenbirrasa	sihkkarastinbirrasa
sihkkarasttan	sihkkarasttán
sihkkarasttašii	sihkkarasttášii
sihkkarastášii	sihkkarasttášii
sihkkár	sihkkar
sihkkárastit	sihkkarastit
sihkkárit	sihkkarit
sihkkárvuođamunni	sihkkarvuođamunni
sihkár	sihkar
sihttá	sihtá
sihttán	sihtan
siidjiide	sidjiide
siiggahagat	siiggádat
siiguin	singuin
siin	sin
siinguin	singuin
siivožit	siivvožit
siivut	siivvut
sikkarit	sihkkarit
silbajorbba	silbajorbbá
silbavirjjiid	silbaviljjiid
silluičuohci	silluičuohcci
sirddatgaska	sirddagaska
sirddolaččaŧ	sirddolaččat
sirdojuvve	sirdojuvvo
sirdášuvvan	sirdašuvvan
sirkkus	sirkus
sisaboaduid	sisaboađuid
sisabáhkemiid	sisabahkkemiid
sisagáikun	sisagaikun
sisbeassima	sisabeassama
sisbáhkemiid	sisabahkkemiid
sisbándygilvvuin	sisbandygilvvuin
sisbándyroadda	sisbandyroadda
sisdoalla	sisdoallá
sisialačča	sisilialačča
sisialaččain	sisilialaččain
sisilialáččat	sisilialaččat
sisilialáš	sisilialaš
siskabealde	siskkabealde
siskaldas	siskkáldas
siskildit	siskkildit
siskilusaid	siskilušaid
siskkalbealde	siskkabealde
siskkelii	siskelii
siskkelis	siskelis
siskobealde	siskkobealde
siskobeallái	siskkobeallái
siskáldas	siskkáldas
siskáldasat	siskkáldasat
sistisdoallá	sisttisdoallá
sistisdollet	sisttisdollet
sisttisdoalla	sisttisdoallá
sisábáhkkehemiin	sisabahkkehemiin
sisáfievrredan	sisafievrredan
sitahta	sitáhtta
sivahalla	sivahallá
sivahállá	sivahallá
sivakeahttá	sivatkeahttá
sivila	siviila
sivilašuvdna	sivilisašuvdna
sivilisšuvdna	sivilisašuvdna
sivvá	sivva
sivván	sivvan
sivá	siva
siváid	sivaid
siválaš	sivalaš
skabmamánu	skábmamánu
skallui	skállui
skapmamanus	skábmamánus
skeankka	skeaŋkka
skeaŋkain	skeaŋkkain
skeaŋkii	skeŋkii
skelbmoseapmi	skelbmošeapmi
skenkii	skeŋkii
skerttehii	skerttegii
skeŋkaaddin	skeaŋkaaddin
skieivvustisgoahtá	skiivvustišgoahtá
skievtteheapme	skievttaheapme
skihpar	skihpár
skihppáračča	skihpáračča
skihppáraččat	skihpáraččat
skihppáriid	skihpáriid
skihppáriidda	skihpáriidda
skihppáriiddis	skihpáriiddis
skihppáriiguin	skihpáriiguin
skihppáriin	skihpáriin
skiipagáhpálagaid	skiipagáhppálagaid
skiippii	skiipii
skirtteha	skirttega
skoaddi	skoađđi
skoalttáid	skoalttaid
skoalttát	skoalttat
skohpoša	skuhpoža
skohteriiin	skohteriin
skohtermáđiiját	skohtermáđijat
skoltálaš	skoltalaš
skoltásámi	skoltasámi
skopriuvdna	skorpiovdna
skullas	skuvllas
skulvllagurssiid	skuvllagurssiid
skunálaccat	skunálaččat
skuožirdit	skuožurdit
skuttervuodjit	skutervuoddjit
skuvlabiret	skuvlabiiret
skuvlainternahttii	skuvlainternáhttii
skuvlakatiinná	skuvlakantiinna
skuvlakatologaid	skuvlakatalogaid
skuvlaluohkaid	skuvlaluohkáid
skuvlašiljjus	skuvlašiljus
skuvllai	skuvlii
skuvllapensumma	skuvllapensuma
skuvllaskihppáriin	skuvlaskihpáriin
skuvllaseahkkain	skuvlaseahkain
skuvllaseahkkii	skuvlasehkkii
skuvllaváccin	skuvlavázzin
skuvllás	skuvllas
skábamanu	skábmamánu
skáhpput	skáhppot
skávzzáid	skávžžáid
skávža	skávžá
skávžžaid	skávžžáid
slakt	Slakt
sloahta	šloahta
sloahtta	šloahtta
smadahkes	smáđáhkes
smavisin	smávisin
smađahkes	smáđáhkes
smađáhkes	smáđáhkes
smađáhkkat	smáđáhkkásat
smegiela	sámegiela
smiehtttan	smiehttan
smiid	sámiid
smádáhkis	smáđáhkis
smáđahkes	smáđáhkes
snowboardda	snowboarda
snáhppat	snáhppát
soabadankommišuvnnaŧ	soabadankommišuvnnat
soabadiŧ	soabadit
soabhemiide	soabahemiide
soadnjuide	soagŋuide
soahkai	soahkái
soahpamušaigun	soahpamušaiguin
soahpana	soahpama
soahpmiidda	soahpamiidda
soahppat	soahpat
soahteveagaŧ	soahteveagat
soaitašii	soaittášii
soaite	soaitte
soaittahagaide	soaittáhagaide
soaittahagas	soaittáhagas
soaittahahkii	soaittáhahkii
soaittahat	soaittáhat
soaittahatprinsihpa	soaittáhatprinsihpa
soaittaše	soaittáše
soaittašii	soaittášii
soalddaha	soalddáha
soalddahiid	soalddáhiid
soalddahiidda	soalddáhiidda
soalddat	soalddát
soapmasa	soapmása
soapmasat	soapmásat
soapmasiidda	soapmásiidda
soapmasiin	soapmásiin
sofa	soffá
soffa	soffá
soffai	soffái
soffaid	soffáid
sohkabeal	sohkabealli
sohkabealebálanssa	sohkabealebalánssa
sohkariid	sohkkariid
sohkka	sohka
sohpojuvvo	sohppojuvvo
soisiála	sosiála
soitá	soaitá
sojáha	sojaha
sokcame	sokčame
som	son
soma	somá
somas	somás
somes	soames
sorjakeahtes	sorjjaskeahtes
sorjankehttá	sorjjakeahttá
sorjevaš	sorjavaš
sorjjavaš	sorjavaš
sorjuskeahttá	sorjjakeahttá
sosialalaš	sosiálalaš
sosialistalaš	sosialisttalaš
sosialála	sosiálalaš
sosiál	sosiála
sosiáladarvinisma	sosiáladarwinisma
sosiálaččat	sosiálalaččat
sosiálbávlaluslágá	sosiálabálvaluslága
sosiáldoaimmahat	sosiáladoaimmahat
sosiáldovddolaš	sosiáladovddolaš
sosiálfuolla	sosiálafuolla
sosiálfágain	sosiálafágain
sosiálstivrras	sosiálastivrras
sotnabeaivskuvla	sotnabeaiskuvla
sotnabeaivviid	sotnabeivviid
sotnábeaivvi	sotnabeaivvi
sovken	sovkken
sovkenis	sovkkenis
soáđáskan	soađáskan
spabbačiekčanjoavkku	spábbačiekčanjoavkku
speadjalastiidet	speadjalasttiidet
spelemann	spelleman
spelemannvuoiti	spellemanvuoiti
spesiáloahpahus	spesiálaoahpahus
spesialistaoahppuin	spesialistaoahpuin
spesialistdearvvašvuođabálvalusas	spesialistadearvvašvuođabálvalusas
spiehkastagaŧ	spiehkastagat
spiidneinfluensa	spiidneinflueansa
spitnjelávlumiin	spitnjalávlumiin
spábbačiekanjoavkku	spábbačiekčanjoavkku
spábbačikčanjoavkku	spábbačiekčanjoavkku
spábbačikčiekči	spábbačiekči
spábbá	spábba
spábbáčiekčanjoavkku	spábbačiekčanjoavkku
spádain	spáđain
spáppá	spáppa
srdni	sárdni
stahtagirku	stáhtagirku
stahtačálli	stáhtačálli
stallu	stállu
staluid	stáluid
status	stáhtus
statusa	stáhtusa
stađoheamit	stađuheamit
stađoheapmi	stađuheapme
steamppal	steampal
steapmila	steampila
stempelasttejuvvo	steampalastojuvvo
stipendiahta	stipendiáhta
stiverenvuohki	stivrenvuohki
stivrenjaovku	stivrenjoavku
stivrráláhtto	stivralahttu
stoagoslágan	stoaguslágan
stoaidá	stoaida
stoaluihit	stoaluhit
stohkkejaldnjái	stohkkejalgŋái
storyboard`as	storyboardas
stovo	stobu
stovu	stobu
stovus	stobus
strandebarmmaid	strandebarmmahiid
strategiijjaid	strategiijaid
strategijat	strategiijat
strategálaš	strategalaš
streassii	stressii
streaŋgát	streaŋggat
streikkas	streaikkas
studeantaid	studeanttaid
studeanttaidde	studeanttaide
studenanttat	studeanttat
stummiid	stuimmiid
stuodeanttat	studeanttat
stuoibmi	stuibmi
stuorabut	stuorábut
stuoradiggereŋkku	stuorradiggereŋkko
stuoramus	stuorámus
stuoramusat	stuorámusat
stuorasevodaga	stuoraservodaga
stuormus	stuorámus
stuorraid	stuorráid
stuorramus	stuorámus
stuorran	stuorisin
stuorrat	stuorrát
stuorriduvvo	stuoriduvvo
stuorrodat	sturrodat
stuorrodagat	sturrodagat
stáhtabaŋkkuin	stáhtabáŋkkuin
stuorrámus	stuorámus
stuorráŧ	stuorrát
stuorušii	sturošii
stuorá	stuora
sturamus	stuorámus
sturrut	sturrot
stádai	stádii
stáha	stáhta
stáhatid	stáhtaid
stáhtaborggáriida	stáhtaborgáriidda
stáhtadivatnjuolggadusaŧ	stáhtadivatnjuolggadusat
stáhtadoarjaha	stáhtadoarjaga
stáhtaministtara	stáhtaministara
stáhtaministtarii	stáhtaministarii
stáhtaministtariin	stáhtaministariin
stáhtá	stáhta
stáhtáeiseválddiid	stáhtaeiseválddiid
stáinnára	stáidnára
stálledoaimmahagaŧ	stálledoaimmahagat
stándardda	standárdda
stánžžii	stánžži
stárfu	stáffu
stárgasis	stargasis
stárggas	starggas
státha	stáhta
stáđuheapme	stađuheapme
stáđđasis	stáđđásis
substansiella	substansiealla
suddegáddai	suddegáddái
sudje	suddje
sudjejin	suddjejin
sudjen	suddjen
sudjet	suddjet
sudnje	sutnje
sudnuidda	sudnuide
suffaid	suffáid
sulai	sulaid
sulasaš	sullasaš
sullasažat	sullasaččat
sullastahttet	sulastahttet
sulli	sullii
sulliid	sullii
sulllii	sullii
sulloin	sulluin
suláid	sulaid
sulástáhtá	sulastahttá
summalin	summal
summalis	summal
summel	summal
summál	summal
summális	summal
sunnje	sutnje
sunno	sudno
sunnos	sudnos
suodjalusministtariin	suodjalusministariin
suodjegahppir	suodjegahpir
suoggardit	suokkardit
suohkanant	suohkanat
suohkalaš	suohkanlaš
suohkaiin	suohkaniin
suohkaniida	suohkaniidda
suohkanstivrrii	suohkanstivrii
suohkaná	suohkana
suohkastivrraáigodagas	suohkanstivraáigodagas
suohkkinjietna	šuohkkinjietna
suohkánii	suohkanii
suohpamuš	soahpamuš
suohpamušaid	soahpamušaid
suohtasat	suohttasat
suohttsii	suohttasii
suoidemánu	suoidnemánu
suoidnemnu	suoidnemánu
suolada	suoláda
suoladan	suoládan
suoladat	suoládat
suoladeamen	suoládeamen
suoladii	suoládii
suoladit	suoládit
suoladuvvon	suoláduvvon
suoldait	suoládit
suolle-maččat	suollemasat
suoma-ugrálaš	suoma-ugralaš
suorggehahtti	suorggahahtti
suorggiin	surggiin
suorgihahtti	suorggahahtti
suovastuhttejit	suovastuhttet
suroheapmi	suruheapme
surohemiid	suruhemiid
surulaš	surolaš
susttasii	susttašii
susttáša	susttaša
svaldagaid	sávaldagaid
svaldat	sávaldat
syhkkelasttimii	sihkkelastimii
syhkkelasttit	sihkkelastit
symboleaffeakta	symbolaeffeakta
symobola	symbola
systematalaččat	systemáhtalaččat
systemáhtalaccat	systemáhtalaččat
systemátiseret	systematiseret
sábehiid	sabehiid
sábehiiguin	sabehiiguin
sábetjoavku	sabetjoavku
sáddejuvui	sáddejuvvui
sáddejuvvoi	sáddejuvvui
sáddejuvvut	sáddejuvvot
sádjai	sadjái
sádji	sadji
sádjásaš	sadjásaš
sága-stallamiid	ságastallamiid
ságajođideaddjin	ságajođiheaddjin
ságakušan	ságaškušan
ságakuššat	ságaškuššat
ságakuššen	ságaškuššen
ságastallam	ságastallama
sáhkki	sáhkkii
sáhpan	sáhpán
sáhpanat	sáhpánat
sáhpandieva	sáhpándievá
sáhpaniid	sáhpániid
sáhpanlávlagiid	sáhpánlávlagiid
sáhpanmáilmmis	sáhpánmáilmmis
sáhpannieidda	sáhpánnieidda
sáhpannieiddaid	sáhpánnieiddaid
sáhpannieiddat	sáhpánnieiddat
sáhpanáiggi	sáhpánáiggi
sáhpančivgan	sáhpánčivgan
sáhpančivggaide	sáhpánčivggaide
sáhpančivggat	sáhpánčivggat
sáhpančivggažat	sáhpánčivggažat
sáhppángillár	sáhpángillár
sáhtan	sáhtán
sáhtat	sáhtát
sáhtet	sáhttet
sáhti	sáhtii
sáhtibehtet	sáhttibehtet
sáhtta	sáhttá
sáhttan	sáhttán
sáhttiiba	sáhttiba
sáhtttán	sáhttán
sáhtá	sáhttá
sáhtášivčče	sáhtášedje
sáivaguolasteami	sáivaguolásteami
sájes	sajes
sáji	saji
sájis	sajis
sájuštuvvo	sajuštuvvo
sálbmagirjiide	sálbmagirjjiide
sálloša	sállaša
sáltečuovčča	sáltečuovža
sámastit	sámástit
sámedigge	sámediggi
sámedikkeairras	sámediggeáirras
sámedikkiprográmma	sámediggeprográmma
sámegieala	sámegiela
sámegielaigun	sámegielaiguin
sámegielmahttu	sámegiellamáhttu
sámegieloahpa-headdjit	sámegieloahpaheaddjit
sámegilii	sámegillii
sámegilliii	sámegillii
sámekultuvrapolitihkkalaš	sámekulturpolitihkalaš
sámelágá	sámelága
sámemá-náid	sámemánáid
sámemánaid	sámemánáid
sámepolithkalaš	sámepolitihkalaš
sámepolitihkkalaš	sámepolitihkalaš
sámepolitihkálaš	sámepolitihkalaš
sámepoltihkalaš	sámepolitihkalaš
sámeservosiš	sámeservošis
sámeservvit	sámesearvvit
sámgiela	sámegiela
sámid	sámiid
sámidáidarat	sámedáiddárat
sámielbmotbeaivvi	sámeálbmotbeaivvi
sámii	sámi
sámpmelaččaid	sápmelaččaid
sámpmelaččaide	sápmelaččaide
sánggáriid	sáŋgáriid
sániguin	sániiguin
sániides	sániidis
sánalaččat	sánálaččat
sápemalaččaid	sápmelaččaid
sápmai	sápmái
sápmalaččaide	sápmelaččaide
sápmelaccaid	sápmelaččaid
sápmelaccaide	sápmelaččaide
sápmelaccat	sápmelaččat
sápmi-olmmoš	sápme-olmmoš
sápmálaččaid	sápmelaččaid
sárdideaddji	sárdnideaddji
sárdnestuolos	sárdnestuolus
sárdniidan	sárdnidan
sárdniidin	sárdnidin
sárdnijeaddjiid	sárdnideddjiid
sárdnunaiggi	sárdnunáiggi
sárggain	sárggáin
sárggosat	sárgosat
sárnestuollu	sárdnestuollu
sárnestuolu	sárdnestuolu
sártnisdis	sártnistis
sásttuhan	suosttuhan
sátkkuŧ	sátkkut
sátnai	sátnái
sátneartihkalis	sátneartihkkalis
sátnedaddamii	sátnádaddamii
sátnedaddamiidda	sátnádaddamiidda
sátnedaddan	sátnádaddan
sátnejođheaddji	sátnejođiheaddji
sátnejođiheaddjiávalus	sátnejođiheaddjiárválus
sátnesovken	sátnesovkken
sátnevuorka	sátnevuorká
sátnevátjasiid	sátnevádjasiid
sátnjejođiheaddji	sátnejođiheaddji
sáttovuova	sáttosuova
sávcaboanddaid	sávzaboanddaid
sávcca	sávzza
sávccaid	sávzzaid
sávccaide	sávzzaide
sávccamielki	sávzzamielki
sávccat	sávzzat
sávva	sávvá
sávvámis	sávvamis
sávzádoallu	sávzadoallu
sáváldaga	sávaldaga
sáváldagaid	sávaldagaid
sáváldat	sávaldat
sáván	sávan
sáŋggar	sáŋgár
sážu	sázu
tabeahta	tableahta
tabeahtaid	tableahtaid
tabeahtain	tableahtain
tabeahtat	tableahtat
tabealhat	tableahta
tabelahtat	tableahtat
tamperees	Tamperes
tariffašieahtadusain	tariffašiehtadusain
tarriffašiehtadusaid	tariffašiehtadusaid
tdajai	dajai
teaknihka	teknihka
teakstta	teavstta
tealtta	tealttá
tearmiidna	termiidna
tearmus	termos
teastamentta	testamenttá
teat	leat
teater	teáhter
teater-govahallamiid	teáhtergovahallamiid
tegnegat	tevnnegat
tegnegiid	tevnnegiid
tegnen	tevdnen
tehknihkalažžii	teknihkalažžii
tekhkkii	teknihkkii
teknalaccat	teknalaččat
teknihkkálaš	teknihkkalaš
teknihkálaš	teknihkalaš
teknikalaččat	teknihkalaččat
telemedisinain	telemedisiinnain
teledálkkasa	teledálkasa
telefun	telefovdna
temperatuvrraguin	temperatuvrraiguin
tempertuvra	temperatuvra
teologálaš	teologalaš
teorehtalalaččat	teorehtalaččat
teorehtálaš	teorehtalaš
teorhtalalaččat	teorehtalaččat
teorhtalaš	teorehtalaš
teorija	teoriija
terapautaide	terapevttaide
terapeuta	terapevta
terapeutii	terapevtii
termala	termála
terminologia	terminologiija
tevnnemis	tevdnemis
teátheris	teáhteris
tiima	tiimma
tiimas	tiimmas
tiinet	dinet
tjekkiija	Tsjekkia
tlt.	tlf.
toppscorár	toppscorer
toppscorárin	toppscorerin
tođđajagimánu	ođđajagemánu
trahpaide	tráhpaide
traktur	tráktor
trakturheaŋgáris	tráktorheaŋgáris
triumf	Triumf
tuberkolosedárkkistanduođaštus	tuberkolosadárkkistanduođaštus
tullját	tulját
tuollui	tullui
turastagihppagiin	turistagihppagiin
turistaid	turisttaid
turistaide	turisttaide
turneringsjoavku	turnerenjoavku
tursitta	turistta
tursittaid	turisttaid
tursittaide	turisttaide
turusttaid	turisttaid
tábuan	tabun
uhcca	uhca
uhccibuš	uhcibuš
uhcciduvvot	uhciduvvot
uhccimus	uhcimus
uhccimusat	uhcimusat
uhccit	uhcit
uhcimušge	uhcimusge
uhcuda	uhccuda
uhcudit	uhccudit
uhkadusa	uhkádusa
uhkkidit	uhkidit
uhkkiduvvon	uhkiduvvon
uvhrriid	uvhriid
ujes	ujos
uksaraigge	uksaráigge
ulbmilaččaŧ	ulbmillaččat
ulbmilid	ulbmiliid
ulbmiliida	ulbmiliidda
ulbmilmearrádusaŧ	ulbmilmearrádusat
ulbmilparagrafas	ulbmilparagráfas
ullodingga	ullodiŋgga
uniuvdna	uniovdna
uniuvdna-šiehtadus	uniovdnašiehtadus
uniuvdnaguovlu	uniovdnaguovlu
uniuvdnii	uniovdnii
uniuvnna	uniovnna
uniuvnnas	uniovnnas
universitehtta	universitehta
univeršitehtaid	universitehtaid
univeršitehtaide	universitehtaide
univeršitehtain	universitehtain
unnan	unnán
unnanaš	unnánaš
unnaraččaide	unnoraččaide
unnaraččat	unnoraččat
unnibiin	unnibuin
unnibuččai	unnibuččaid
unniduvo	unniduvvo
unniduvui	unniduvvui
unnišedje	unnošedje
unntloguálbmogiidda	unnitloguálbmogiidda
unnušdje	unnošedje
unnušedje	unnošedje
unná	unna
unohasta	unohastá
unohaš	unohas
unuhas	unohas
unuhassan	unohassan
usA	USA
ustit-vuođadánssuin	ustitvuođadánssuin
va	vai
vaccedettiin	váccedettiin
vaffelat	váffelat
vahagin	vahágin
vahkolaohpa	vahkuloahpa
vahkosaš	vahkkosaš
vahkui	vahkkui
vahá-gahttomiidda	vahágahttomiidda
vahágahttan	vahágahtton
vahágahttikeahttá	vahágahtikeahttá
vahágahttoŧ	vahágahttot
vahágain	vahágin
vaiban	váiban
vaibá	váibá
vaikkuha	váikkuha
vaikkuhangaskaoapmin	váikkuhangaskaoapmin
vaikkuhit	váikkuhit
vaikkuhusat	váikkuhusat
vaikkuhusčielggadeami	váikkuhusčielggadeami
vaiko	vaikko
vaillevaš	váilevaš
vailu	váilu
vaimmolas	váimmolaš
vaimmolaš	váimmolaš
vaivvit	váivvit
vajalduhte	vajálduhte
vajalduhtteba	vajálduhttiba
vajalduhttet	vajálduhttit
vajalduhttit	vajálduhttit
vajalduhttán	vajálduhttán
vajalduvvon	vajálduvvan
vajádahttit	vajáldahttit
vajáldahtan	vajáldahttán
vajálduvvo	vajálduvvá
vajálduvvojedje	vajálduvve
vajálduvvojit	vajálduvvet
valaštallamii	valáštallamii
valaštallan	valáštallan
valaštallandoaluide	valáštallandoaluide
valdet	váldet
valdit	váldit
valdá	váldá
valgaguovlu	válgaguovlu
valljema	válljema
valljet	válljet
valljiide	válljiide
valljit	valjit
valmmasin	válmmasin
valátalliid	valáštalliid
valáštallandoaimmmaide	valáštallandoaimmaide
valáštallanhallas	valáštallanhállas
valáštallanhallá	valáštallanhálla
vankurskkisin	vanhurskkisin
vari	vári
variášuvdna	variašuvdna
varri	várri
varrogasat	várrogasat
varuhit	váruhit
varás	várás
vasahusat	vásáhusat
vastida	vástida
vastidii	vástidii
vastidin	vástidin
vattis	váttis
vattisvuodat	váttisvuođat
vattisvuođa	váttisvuođa
vattisvuođat	váttisvuođat
vazzit	vázzit
vašalaččat	vašálaččat
vašalaš	vašálaš
vašalažžii	vašálažžii
vašanat	vašánat
veaddjemeahtton	veadjemeahttun
veaddjemeahttun	veadjemeahttun
veadiduvvot	veardiduvvot
veadja	veadjá
veadjan	veadján
veagalváldan	veagalváldán
veaha	veahá
veahaš	veaháš
veahkatallat	veahkehallat
veahketasttat	veahkehasttát
veahkešivččet	veahkehivččet
veahkkedivššos	veahkkedivššus
veahkkehan	veahkehan
veahkkehit	veahkehit
veahkkfoanda	veahkkefoanda
veahkklagaid	veahkkálagaid
veaige	veaige-
veaikeminerálaŧ	veaikeminerálat
veajat	veaját
veajašii	veajášii
vealggisihkkun	vealggesihkkun
vealggáidahttá	vealggáiduhttá
vealladansadjái	vealládansadjái
vealladii	vealládii
vealladii3	vealládii
veallai	veallái
vealtakeahtes	vealttakeahtes
vealtakeahttá	vealttakeahttá
vealttameahttun	vealtameahttun
vear	veara
veardadallojuvvojit	veardádallojuvvojit
veardidt	veardidit
veardiduvui	veardiduvvui
vearrai	vearrái
vearrofriddjavuoda	vearrofriddjavuođa
vearrogáibideaddjiŧ	vearrogáibideaddjit
vearroráhtoásahuš	vearroráhtoásahus
vearrot	vearrut
vearrováldiŧ	vearroválddit
vearruluoittu	vearroluoittu
vearránu	vearrána
vearudet	verodet
veará	veara
veha	vehá
vehaš	veháš
vehiide	vehkiide
vehás	veháš
vejola	vejolaš
vejolas	vejolaš
vejolavuohta	vejolašvuohta
vejolasvuođat	vejolašvuođat
vejolaš-vuohta	vejolašvuohta
vejolaš-vuođa	vejolašvuođa
vejolašvuoda	vejolašvuođa
vejolašvuodat	vejolašvuođat
vejolašvuođ	vejolašvuođa
vejolašvuđaid	vejolašvuođaid
vela	velá
verd-devuođas	verddevuođas
verrogielaid	vearrogielaid
vibra-šuvnnaid	vibrašuvnnaid
video:ain	videoin
vidjat	bidjat
vidáseappot	viidáseappot
vidát	viđat
viegaidviegaid	viegaid-viegaid
viehkkalii	viehkalii
vieljja	vielja
vieljjas	vieljas
vielljaiguin	vieljaiguin
vielljain	vieljain
vielljainam	vieljainan
vielljastam	vieljastan
vielljaš	vieljaš
vielljaža	vieljaža
vierro	vierru
vieruduvvamii	vieruiduvvamii
viervvágiid	viervváid
viesot	visot
viesso	viessu
viessohuksejeaddjiŧ	viessohuksejeaddjit
viessosáji	viessosaji
vieurid	vieruid
viežža	viežžá
viežžakeahttá	vieččakeahttá
vihatbeaivvi	vihabeaivvi
vihatlohkosiid	vihalohkosiid
vihkedalla	vihkkedallá
vihkedallá	vihkkedallá
vihkesteamen	vihkkesteamen
vihta	vihtta
vihtannuššančilgehusain	vihtanuššančilgehusain
vihttaloht	vihttalot
vihttalotduhát	vihttalogiduhát
vihttanuplot	vihttanuppelot
vihtána	vihtana
vihtánat	vihtanat
viháhuvvot	vihahuvvot
viidabut	viidábut
viidasat	viidásat
viidaseabbot	viidáseappot
viidaseappot	viidáseappot
viidaset	viidáset
viidasit	viidásit
viidat	viidát
viiddaseappot	viidáseappot
viiddedeami	viiddideami
viiddiduvvont	viiddiduvvon
viiddiida	viiddida
viiddiidit	viiddidit
viiddiiduvvo	viiddiduvvo
viiddát	viidát
viidideami	viiddideami
viididit	viiddidit
viidnaboahttala	viidnaboahtala
viidnebohtala	viidnebohttala
viidá-seappot	viidáseappot
viidábot	viidábut
viidábuot	viidábut
viidáseabbut	viidáseappot
viimmaskit	viimmáskit
viissuid	viessuid
viitamidnadálkkasat	vitamiidnadálkasat
vikkái	vikkai
vilgessáhpan	vilgessáhpán
vilgessáhpana	vilgessáhpána
vilgessáhpanat	vilgessáhpánat
vilgessáhpanbárdnái	vilgessáhpánbárdnái
vilgessáhpanbártniin	vilgessáhpánbártniin
vilgessáhpaniid	vilgessáhpániid
vilgessáhpaniiguin	vilgessáhpániiguin
vilgessáhpaniin	vilgessáhpániin
vilgesáhpanbártni	vilgessáhpánbártni
villeheagga	villaheagga
villeheakkain	villaheakkain
villeheakkat	villaheakkat
vilt	Vilt
vimmat	viimmat
virgefridjavuođas	virgefriddjavuođas
virggalaš	virggálaš
virggii	virggiid
virggisttis	virggistis
virgilobi	virgelobi
virjeskihlanassan	viljeskilanassan
virkut	virkot
vissalis	viššalis
vissasii	vissásii
vissasit	vissásit
visualalaš	visuálalaš
visut	visot
visža	visoža
vizárdii	vizardii
viđadin	viđádin
viđačiegaiin	viđačiegagiin
viđáin	viđain
višša	viššá
viššallit	viššalit
viššál	viššal
vldit	váldit
vmearriduvvon	mearriduvvon
vokala	vokála
vokalrievdamiiguin	vokálarievdamiiguin
vokalteknihkka	vokálateknihkka
vokálista	vokalista
vostá	vuostá
vouvdečuollamiin	vuovdečuollamiin
vovdnástallat	vuovnnastallat
vrigái	virgái
vsihit	vásihit
vttis	váttis
vuddosa	vuđđosa
vudolaccat	vuđolaččat
vugiinnis	vugiinis
vuhti	vuhtii
vuhtiváldá	vuhtiiváldá
vuhttii	vuhtii
vuhtui	vuhtii
vuibmii	vuoibmái
vuigatvuohta	vuoigatvuohta
vuimmiinnis	vuimmiinis
vuitii	vuittii
vuitit	vuoitit
vuitti	vuittii
vuittu	vuoittu
vulgii	vulggii
vulgiiga	vulggiiga
vulgiidet	vulggiidet
vulgiimet	vulggiimet
vuoddjinkoarta	vuodjinkoarta
vuoddoealáhusat	vuođđoealáhusat
vuoddoealáhusdoalliid	vuođđoealáhusdolliid
vuoddoealáhusdoalliide	vuođđoealáhusdolliide
vuoddu	vuođđu
vuoddudit	vuođđudit
vuodduduvvon	vuođđuduvvon
vuoddun	vuođđun
vuodima	vuovdima
vuodjemin	vuodjimin
vuodjet	vudjet
vuodji	vuoddji
vuodu	vuođu
vuodul	vuođul
vuogadagas	vuogádagas
vuogatvuođat	vuoigatvuođat
vuogádatlaččaŧ	vuogádatlaččat
vuohgki	vuohki
vuohkaseamos	vuohkkaseamos
vuohkki	vuohki
vuohkáhalai	vuohkadalai
vuohkáhallan	vuohkadallan
vuohtto	vuohttu
vuohččen	vuohččan
vuoi-gatvuođat	vuoigatvuođat
vuoibm	vuoibmi
vuoiden	vuiden
vuoidnjamiid	vuoigŋamiid
vuoidnjan	vuoigŋan
vuoidnjatge	vuoigŋatge
vuoigat-vuođat	vuoigatvuođat
vuoigatuohta	vuoigatvuohta
vuoigatvuoda	vuoigatvuođa
vuoigatvuodacielggadeapmi	vuoigatvuođačielggadeapmi
vuoigatvuodagáibádus	vuoigatvuođagáibádus
vuoigatvuodahámát	vuoigatvuođahámát
vuoigatvuodaid	vuoigatvuođaid
vuoigatvuodaide	vuoigatvuođaide
vuoigatvuodaideaset	vuoigatvuođaideaset
vuoigatvuodaiguin	vuoigatvuođaiguin
vuoigatvuodain	vuoigatvuođain
vuoigatvuodalaccat	vuoigatvuođalaččat
vuoigatvuodalaš	vuoigatvuođalaš
vuoigatvuodalažžii	vuoigatvuođalažžii
vuoigatvuodalávdegoddi	vuoigatvuođalávdegoddi
vuoigatvuodalávdegoddái	vuoigatvuođalávdegoddái
vuoigatvuodalávdegotti	vuoigatvuođalávdegotti
vuoigatvuodalávdegottis	vuoigatvuođalávdegottis
vuoigatvuodamiellahtu	vuoigatvuođamiellahtu
vuoigatvuodamálle	vuoigatvuođamálle
vuoigatvuodatge	vuoigatvuođatge
vuoigatvuodavuoddu	vuoigatvuođavuođđu
vuoigatvuohtá	vuoigatvuohta
vuoigatvuoiđaid	vuoigatvuođaid
vuoigatvuođ	vuoigatvuođa
